event_id,session_id,user_id,property_id,event_type,event_timestamp,session_duration,referral_source,device_type,browser,operating_system
55000,55,380,53.0,Click,2024-07-28 14:19:15,356,Direct,Desktop,Firefox,Windows
55001,55,380,,Page View,2024-07-28 14:25:11,771,Direct,Desktop,Firefox,Windows
55002,55,380,,Page View,2024-07-28 14:32:06,1186,Direct,Desktop,Firefox,Windows
55003,55,380,58.0,Property View,2024-07-28 14:39:01,1539,Direct,Desktop,Firefox,Windows
55004,55,380,34.0,Property View,2024-07-28 14:44:54,1950,Direct,Desktop,Firefox,Windows
55005,55,380,,Page View,2024-07-28 14:51:45,2429,Direct,Desktop,Firefox,Windows
55006,55,380,,Page View,2024-07-28 14:59:44,2621,Direct,Desktop,Firefox,Windows
56000,56,425,90.0,Click,2024-08-14 05:33:41,566,Organic Search,Desktop,Firefox,macOS
56001,56,425,,Page View,2024-08-14 05:43:07,888,Organic Search,Desktop,Firefox,macOS
56002,56,425,,Page View,2024-08-14 05:48:29,941,Organic Search,Desktop,Firefox,macOS
56003,56,425,22.0,Property View,2024-08-14 05:49:22,1030,Organic Search,Desktop,Firefox,macOS
56004,56,425,4.0,Property View,2024-08-14 05:50:51,1112,Organic Search,Desktop,Firefox,macOS
56005,56,425,,Page View,2024-08-14 05:52:13,1605,Organic Search,Desktop,Firefox,macOS
56006,56,425,61.0,Property View,2024-08-14 06:00:26,1908,Organic Search,Desktop,Firefox,macOS
56007,56,425,90.0,Click,2024-08-14 06:05:29,2241,Organic Search,Desktop,Firefox,macOS
56008,56,425,,Page View,2024-08-14 06:11:02,2303,Organic Search,Desktop,Firefox,macOS
57000,57,289,18.0,Click,2024-08-03 00:40:04,281,Organic Search,Desktop,Safari,Android
57001,57,289,30.0,Property View,2024-08-03 00:44:45,718,Organic Search,Desktop,Safari,Android
58000,58,219,4.0,Inquiry Submission,2024-08-01 09:49:16,596,Referral,Desktop,Firefox,Android
58001,58,219,,Page View,2024-08-01 09:59:12,631,Referral,Desktop,Firefox,Android
58002,58,219,,Page View,2024-08-01 09:59:47,704,Referral,Desktop,Firefox,Android
58003,58,219,,Page View,2024-08-01 10:01:00,1293,Referral,Desktop,Firefox,Android
58004,58,219,,Page View,2024-08-01 10:10:49,1840,Referral,Desktop,Firefox,Android
58005,58,219,48.0,Inquiry Submission,2024-08-01 10:19:56,2405,Referral,Desktop,Firefox,Android
58006,58,219,,Page View,2024-08-01 10:29:21,2838,Referral,Desktop,Firefox,Android
59000,59,394,58.0,Click,2024-08-19 21:15:10,330,Email Campaign,Desktop,Chrome,Windows
59001,59,394,15.0,Inquiry Submission,2024-08-19 21:20:40,714,Email Campaign,Desktop,Chrome,Windows
60000,60,272,22.0,Property View,2024-08-01 01:20:47,545,Email Campaign,Desktop,Firefox,macOS
60001,60,272,34.0,Inquiry Submission,2024-08-01 01:29:52,612,Email Campaign,Desktop,Firefox,macOS
60002,60,272,62.0,Click,2024-08-01 01:30:59,730,Email Campaign,Desktop,Firefox,macOS
60003,60,272,52.0,Inquiry Submission,2024-08-01 01:32:57,1172,Email Campaign,Desktop,Firefox,macOS
60004,60,272,29.0,Property View,2024-08-01 01:40:19,1577,Email Campaign,Desktop,Firefox,macOS
60005,60,272,18.0,Click,2024-08-01 01:47:04,2087,Email Campaign,Desktop,Firefox,macOS
60006,60,272,33.0,Inquiry Submission,2024-08-01 01:55:34,2120,Email Campaign,Desktop,Firefox,macOS
60007,60,272,30.0,Property View,2024-08-01 01:56:07,2228,Email Campaign,Desktop,Firefox,macOS
60008,60,272,83.0,Click,2024-08-01 01:57:55,2728,Email Campaign,Desktop,Firefox,macOS
60009,60,272,72.0,Property View,2024-08-01 02:06:15,3004,Email Campaign,Desktop,Firefox,macOS
61000,61,87,26.0,Property View,2024-07-28 15:57:26,161,Organic Search,Desktop,Firefox,Windows
61001,61,87,24.0,Click,2024-07-28 16:00:07,428,Organic Search,Desktop,Firefox,Windows
61002,61,87,38.0,Click,2024-07-28 16:04:34,556,Organic Search,Desktop,Firefox,Windows
61003,61,87,,Page View,2024-07-28 16:06:42,993,Organic Search,Desktop,Firefox,Windows
61004,61,87,66.0,Click,2024-07-28 16:13:59,1176,Organic Search,Desktop,Firefox,Windows
62000,62,169,90.0,Property View,2024-08-13 08:49:10,431,Referral,Mobile,Safari,Android
62001,62,169,,Page View,2024-08-13 08:56:21,731,Referral,Mobile,Safari,Android
62002,62,169,11.0,Property View,2024-08-13 09:01:21,1036,Referral,Mobile,Safari,Android
62003,62,169,33.0,Property View,2024-08-13 09:06:26,1282,Referral,Mobile,Safari,Android
62004,62,169,,Page View,2024-08-13 09:10:32,1872,Referral,Mobile,Safari,Android
62005,62,169,61.0,Click,2024-08-13 09:20:22,2329,Referral,Mobile,Safari,Android
62006,62,169,,Page View,2024-08-13 09:27:59,2762,Referral,Mobile,Safari,Android
62007,62,169,,Page View,2024-08-13 09:35:12,3057,Referral,Mobile,Safari,Android
62008,62,169,,Page View,2024-08-13 09:40:07,3378,Referral,Mobile,Safari,Android
62009,62,169,30.0,Click,2024-08-13 09:45:28,3430,Referral,Mobile,Safari,Android
63000,63,308,,Page View,2024-07-26 19:08:11,536,Direct,Mobile,Firefox,Windows
63001,63,308,,Page View,2024-07-26 19:17:07,985,Direct,Mobile,Firefox,Windows
63002,63,308,84.0,Property View,2024-07-26 19:24:36,1566,Direct,Mobile,Firefox,Windows
63003,63,308,6.0,Property View,2024-07-26 19:34:17,1625,Direct,Mobile,Firefox,Windows
63004,63,308,25.0,Property View,2024-07-26 19:35:16,2018,Direct,Mobile,Firefox,Windows
64000,64,12,,Page View,2024-08-11 08:53:45,66,Organic Search,Mobile,Chrome,macOS
64001,64,12,78.0,Inquiry Submission,2024-08-11 08:54:51,269,Organic Search,Mobile,Chrome,macOS
64002,64,12,100.0,Inquiry Submission,2024-08-11 08:58:14,429,Organic Search,Mobile,Chrome,macOS
64003,64,12,21.0,Property View,2024-08-11 09:00:54,603,Organic Search,Mobile,Chrome,macOS
64004,64,12,,Page View,2024-08-11 09:03:48,758,Organic Search,Mobile,Chrome,macOS
64005,64,12,90.0,Click,2024-08-11 09:06:23,912,Organic Search,Mobile,Chrome,macOS
65000,65,425,45.0,Inquiry Submission,2024-08-02 17:37:24,135,Social Media,Mobile,Safari,Windows
65001,65,425,76.0,Inquiry Submission,2024-08-02 17:39:39,407,Social Media,Mobile,Safari,Windows
65002,65,425,43.0,Property View,2024-08-02 17:44:11,570,Social Media,Mobile,Safari,Windows
65003,65,425,,Page View,2024-08-02 17:46:54,974,Social Media,Mobile,Safari,Windows
65004,65,425,17.0,Click,2024-08-02 17:53:38,1393,Social Media,Mobile,Safari,Windows
66000,66,121,98.0,Click,2024-08-08 21:41:27,393,Email Campaign,Mobile,Firefox,Windows
66001,66,121,,Page View,2024-08-08 21:48:00,957,Email Campaign,Mobile,Firefox,Windows
66002,66,121,,Page View,2024-08-08 21:57:24,1494,Email Campaign,Mobile,Firefox,Windows
67000,67,262,33.0,Property View,2024-08-17 18:45:36,361,Referral,Mobile,Safari,iOS
67001,67,262,87.0,Click,2024-08-17 18:51:37,929,Referral,Mobile,Safari,iOS
67002,67,262,,Page View,2024-08-17 19:01:05,1421,Referral,Mobile,Safari,iOS
67003,67,262,54.0,Click,2024-08-17 19:09:17,1713,Referral,Mobile,Safari,iOS
67004,67,262,64.0,Click,2024-08-17 19:14:09,2144,Referral,Mobile,Safari,iOS
68000,68,186,53.0,Click,2024-07-24 08:47:40,130,Organic Search,Mobile,Safari,Windows
68001,68,186,84.0,Inquiry Submission,2024-07-24 08:49:50,630,Organic Search,Mobile,Safari,Windows
69000,69,391,,Page View,2024-08-10 04:18:22,134,Social Media,Tablet,Edge,iOS
69001,69,391,71.0,Inquiry Submission,2024-08-10 04:20:36,709,Social Media,Tablet,Edge,iOS
69002,69,391,,Page View,2024-08-10 04:30:11,1194,Social Media,Tablet,Edge,iOS
69003,69,391,37.0,Click,2024-08-10 04:38:16,1515,Social Media,Tablet,Edge,iOS
69004,69,391,8.0,Property View,2024-08-10 04:43:37,1805,Social Media,Tablet,Edge,iOS
69005,69,391,1.0,Property View,2024-08-10 04:48:27,2103,Social Media,Tablet,Edge,iOS
69006,69,391,26.0,Inquiry Submission,2024-08-10 04:53:25,2366,Social Media,Tablet,Edge,iOS
70000,70,183,38.0,Property View,2024-08-16 09:34:09,217,Referral,Mobile,Edge,Windows
71000,71,161,19.0,Click,2024-07-27 16:35:32,194,Referral,Mobile,Safari,Android
71001,71,161,12.0,Inquiry Submission,2024-07-27 16:38:46,232,Referral,Mobile,Safari,Android
71002,71,161,14.0,Click,2024-07-27 16:39:24,631,Referral,Mobile,Safari,Android
71003,71,161,,Page View,2024-07-27 16:46:03,1011,Referral,Mobile,Safari,Android
71004,71,161,81.0,Inquiry Submission,2024-07-27 16:52:23,1155,Referral,Mobile,Safari,Android
71005,71,161,68.0,Inquiry Submission,2024-07-27 16:54:47,1563,Referral,Mobile,Safari,Android
71006,71,161,53.0,Property View,2024-07-27 17:01:35,1973,Referral,Mobile,Safari,Android
71007,71,161,,Page View,2024-07-27 17:08:25,2169,Referral,Mobile,Safari,Android
71008,71,161,60.0,Inquiry Submission,2024-07-27 17:11:41,2697,Referral,Mobile,Safari,Android
72000,72,448,47.0,Click,2024-08-17 01:56:19,254,Organic Search,Desktop,Firefox,Windows
72001,72,448,40.0,Property View,2024-08-17 02:00:33,694,Organic Search,Desktop,Firefox,Windows
72002,72,448,55.0,Inquiry Submission,2024-08-17 02:07:53,892,Organic Search,Desktop,Firefox,Windows
72003,72,448,80.0,Property View,2024-08-17 02:11:11,1020,Organic Search,Desktop,Firefox,Windows
72004,72,448,99.0,Inquiry Submission,2024-08-17 02:13:19,1051,Organic Search,Desktop,Firefox,Windows
72005,72,448,46.0,Inquiry Submission,2024-08-17 02:13:50,1313,Organic Search,Desktop,Firefox,Windows
73000,73,170,9.0,Click,2024-07-24 18:37:50,531,Organic Search,Desktop,Safari,Android
74000,74,331,,Page View,2024-08-04 21:34:32,546,Referral,Desktop,Firefox,Android
74001,74,331,72.0,Inquiry Submission,2024-08-04 21:43:38,979,Referral,Desktop,Firefox,Android
74002,74,331,51.0,Inquiry Submission,2024-08-04 21:50:51,1497,Referral,Desktop,Firefox,Android
74003,74,331,38.0,Inquiry Submission,2024-08-04 21:59:29,1799,Referral,Desktop,Firefox,Android
74004,74,331,36.0,Inquiry Submission,2024-08-04 22:04:31,2369,Referral,Desktop,Firefox,Android
74005,74,331,48.0,Property View,2024-08-04 22:14:01,2553,Referral,Desktop,Firefox,Android
74006,74,331,,Page View,2024-08-04 22:17:05,3082,Referral,Desktop,Firefox,Android
74007,74,331,,Page View,2024-08-04 22:25:54,3386,Referral,Desktop,Firefox,Android
74008,74,331,94.0,Property View,2024-08-04 22:30:58,3478,Referral,Desktop,Firefox,Android
75000,75,418,71.0,Click,2024-08-05 01:27:52,295,Email Campaign,Desktop,Firefox,Android
75001,75,418,99.0,Property View,2024-08-05 01:32:47,539,Email Campaign,Desktop,Firefox,Android
76000,76,381,7.0,Inquiry Submission,2024-08-09 23:41:06,73,Email Campaign,Tablet,Edge,iOS
76001,76,381,18.0,Click,2024-08-09 23:42:19,152,Email Campaign,Tablet,Edge,iOS
76002,76,381,41.0,Property View,2024-08-09 23:43:38,541,Email Campaign,Tablet,Edge,iOS
76003,76,381,82.0,Inquiry Submission,2024-08-09 23:50:07,808,Email Campaign,Tablet,Edge,iOS
76004,76,381,56.0,Click,2024-08-09 23:54:34,1390,Email Campaign,Tablet,Edge,iOS
77000,77,323,38.0,Click,2024-08-06 17:43:42,192,Referral,Desktop,Edge,Android
77001,77,323,44.0,Click,2024-08-06 17:46:54,538,Referral,Desktop,Edge,Android
77002,77,323,83.0,Property View,2024-08-06 17:52:40,1045,Referral,Desktop,Edge,Android
77003,77,323,83.0,Property View,2024-08-06 18:01:07,1269,Referral,Desktop,Edge,Android
77004,77,323,58.0,Property View,2024-08-06 18:04:51,1566,Referral,Desktop,Edge,Android
77005,77,323,96.0,Click,2024-08-06 18:09:48,1921,Referral,Desktop,Edge,Android
77006,77,323,59.0,Inquiry Submission,2024-08-06 18:15:43,2292,Referral,Desktop,Edge,Android
78000,78,414,,Page View,2024-08-01 12:33:08,448,Referral,Mobile,Edge,Windows
78001,78,414,1.0,Property View,2024-08-01 12:40:36,802,Referral,Mobile,Edge,Windows
78002,78,414,48.0,Click,2024-08-01 12:46:30,1033,Referral,Mobile,Edge,Windows
78003,78,414,45.0,Inquiry Submission,2024-08-01 12:50:21,1116,Referral,Mobile,Edge,Windows
78004,78,414,30.0,Inquiry Submission,2024-08-01 12:51:44,1687,Referral,Mobile,Edge,Windows
78005,78,414,92.0,Click,2024-08-01 13:01:15,1920,Referral,Mobile,Edge,Windows
78006,78,414,44.0,Click,2024-08-01 13:05:08,1984,Referral,Mobile,Edge,Windows
78007,78,414,71.0,Property View,2024-08-01 13:06:12,2144,Referral,Mobile,Edge,Windows
78008,78,414,7.0,Click,2024-08-01 13:08:52,2615,Referral,Mobile,Edge,Windows
79000,79,386,5.0,Property View,2024-07-31 09:49:26,390,Email Campaign,Mobile,Edge,iOS
79001,79,386,50.0,Property View,2024-07-31 09:55:56,575,Email Campaign,Mobile,Edge,iOS
79002,79,386,56.0,Click,2024-07-31 09:59:01,641,Email Campaign,Mobile,Edge,iOS
79003,79,386,61.0,Click,2024-07-31 10:00:07,807,Email Campaign,Mobile,Edge,iOS
79004,79,386,,Page View,2024-07-31 10:02:53,1166,Email Campaign,Mobile,Edge,iOS
80000,80,97,50.0,Property View,2024-08-17 04:04:08,598,Direct,Mobile,Safari,Windows
80001,80,97,28.0,Inquiry Submission,2024-08-17 04:14:06,957,Direct,Mobile,Safari,Windows
80002,80,97,61.0,Click,2024-08-17 04:20:05,1160,Direct,Mobile,Safari,Windows
80003,80,97,57.0,Inquiry Submission,2024-08-17 04:23:28,1251,Direct,Mobile,Safari,Windows
80004,80,97,23.0,Inquiry Submission,2024-08-17 04:24:59,1667,Direct,Mobile,Safari,Windows
80005,80,97,,Page View,2024-08-17 04:31:55,2127,Direct,Mobile,Safari,Windows
80006,80,97,16.0,Click,2024-08-17 04:39:35,2550,Direct,Mobile,Safari,Windows
80007,80,97,,Page View,2024-08-17 04:46:38,2903,Direct,Mobile,Safari,Windows
81000,81,205,78.0,Property View,2024-08-15 19:25:32,243,Direct,Desktop,Edge,Android
81001,81,205,75.0,Property View,2024-08-15 19:29:35,760,Direct,Desktop,Edge,Android
81002,81,205,68.0,Click,2024-08-15 19:38:12,946,Direct,Desktop,Edge,Android
81003,81,205,81.0,Inquiry Submission,2024-08-15 19:41:18,1115,Direct,Desktop,Edge,Android
82000,82,144,,Page View,2024-07-28 21:55:02,557,Organic Search,Tablet,Safari,Windows
82001,82,144,3.0,Click,2024-07-28 22:04:19,1023,Organic Search,Tablet,Safari,Windows
82002,82,144,85.0,Click,2024-07-28 22:12:05,1324,Organic Search,Tablet,Safari,Windows
83000,83,34,36.0,Inquiry Submission,2024-07-25 06:42:54,586,Social Media,Mobile,Safari,Windows
83001,83,34,,Page View,2024-07-25 06:52:40,959,Social Media,Mobile,Safari,Windows
83002,83,34,4.0,Click,2024-07-25 06:58:53,1557,Social Media,Mobile,Safari,Windows
83003,83,34,31.0,Property View,2024-07-25 07:08:51,1601,Social Media,Mobile,Safari,Windows
83004,83,34,75.0,Property View,2024-07-25 07:09:35,2089,Social Media,Mobile,Safari,Windows
83005,83,34,84.0,Property View,2024-07-25 07:17:43,2408,Social Media,Mobile,Safari,Windows
83006,83,34,70.0,Inquiry Submission,2024-07-25 07:23:02,2841,Social Media,Mobile,Safari,Windows
84000,84,424,100.0,Click,2024-07-26 10:46:33,593,Referral,Tablet,Firefox,iOS
85000,85,312,,Page View,2024-07-27 07:35:50,160,Direct,Tablet,Edge,macOS
86000,86,136,51.0,Click,2024-08-02 05:33:41,409,Social Media,Desktop,Safari,macOS
86001,86,136,49.0,Click,2024-08-02 05:40:30,818,Social Media,Desktop,Safari,macOS
86002,86,136,45.0,Property View,2024-08-02 05:47:19,865,Social Media,Desktop,Safari,macOS
86003,86,136,46.0,Property View,2024-08-02 05:48:06,1308,Social Media,Desktop,Safari,macOS
86004,86,136,51.0,Inquiry Submission,2024-08-02 05:55:29,1409,Social Media,Desktop,Safari,macOS
86005,86,136,92.0,Inquiry Submission,2024-08-02 05:57:10,1862,Social Media,Desktop,Safari,macOS
87000,87,327,80.0,Click,2024-08-03 06:54:06,375,Referral,Desktop,Edge,macOS
87001,87,327,4.0,Click,2024-08-03 07:00:21,575,Referral,Desktop,Edge,macOS
87002,87,327,71.0,Click,2024-08-03 07:03:41,699,Referral,Desktop,Edge,macOS
87003,87,327,20.0,Inquiry Submission,2024-08-03 07:05:45,906,Referral,Desktop,Edge,macOS
87004,87,327,26.0,Click,2024-08-03 07:09:12,1079,Referral,Desktop,Edge,macOS
87005,87,327,70.0,Click,2024-08-03 07:12:05,1294,Referral,Desktop,Edge,macOS
87006,87,327,66.0,Inquiry Submission,2024-08-03 07:15:40,1709,Referral,Desktop,Edge,macOS
87007,87,327,68.0,Click,2024-08-03 07:22:35,2177,Referral,Desktop,Edge,macOS
87008,87,327,,Page View,2024-08-03 07:30:23,2563,Referral,Desktop,Edge,macOS
87009,87,327,10.0,Inquiry Submission,2024-08-03 07:36:49,2998,Referral,Desktop,Edge,macOS
88000,88,426,90.0,Inquiry Submission,2024-07-30 14:50:00,173,Organic Search,Mobile,Edge,macOS
88001,88,426,49.0,Click,2024-07-30 14:52:53,724,Organic Search,Mobile,Edge,macOS
88002,88,426,28.0,Click,2024-07-30 15:02:04,1078,Organic Search,Mobile,Edge,macOS
88003,88,426,,Page View,2024-07-30 15:07:58,1157,Organic Search,Mobile,Edge,macOS
88004,88,426,74.0,Property View,2024-07-30 15:09:17,1188,Organic Search,Mobile,Edge,macOS
88005,88,426,5.0,Click,2024-07-30 15:09:48,1218,Organic Search,Mobile,Edge,macOS
88006,88,426,14.0,Inquiry Submission,2024-07-30 15:10:18,1446,Organic Search,Mobile,Edge,macOS
88007,88,426,,Page View,2024-07-30 15:14:06,1680,Organic Search,Mobile,Edge,macOS
88008,88,426,25.0,Inquiry Submission,2024-07-30 15:18:00,1940,Organic Search,Mobile,Edge,macOS
89000,89,91,35.0,Click,2024-08-08 17:20:05,228,Email Campaign,Desktop,Firefox,macOS
89001,89,91,,Page View,2024-08-08 17:23:53,745,Email Campaign,Desktop,Firefox,macOS
89002,89,91,87.0,Click,2024-08-08 17:32:30,880,Email Campaign,Desktop,Firefox,macOS
89003,89,91,,Page View,2024-08-08 17:34:45,1113,Email Campaign,Desktop,Firefox,macOS
90000,90,336,,Page View,2024-08-06 08:42:31,265,Referral,Mobile,Chrome,macOS
91000,91,137,65.0,Inquiry Submission,2024-08-01 18:46:46,511,Email Campaign,Desktop,Firefox,Windows
92000,92,253,25.0,Inquiry Submission,2024-08-19 15:19:44,239,Referral,Desktop,Safari,macOS
92001,92,253,31.0,Click,2024-08-19 15:23:43,504,Referral,Desktop,Safari,macOS
92002,92,253,,Page View,2024-08-19 15:28:08,1093,Referral,Desktop,Safari,macOS
92003,92,253,14.0,Property View,2024-08-19 15:37:57,1447,Referral,Desktop,Safari,macOS
92004,92,253,94.0,Inquiry Submission,2024-08-19 15:43:51,1526,Referral,Desktop,Safari,macOS
92005,92,253,22.0,Property View,2024-08-19 15:45:10,1795,Referral,Desktop,Safari,macOS
92006,92,253,,Page View,2024-08-19 15:49:39,2340,Referral,Desktop,Safari,macOS
93000,93,36,8.0,Inquiry Submission,2024-07-24 06:25:48,107,Organic Search,Tablet,Chrome,Windows
93001,93,36,85.0,Click,2024-07-24 06:27:35,529,Organic Search,Tablet,Chrome,Windows
93002,93,36,25.0,Inquiry Submission,2024-07-24 06:34:37,932,Organic Search,Tablet,Chrome,Windows
93003,93,36,23.0,Property View,2024-07-24 06:41:20,1469,Organic Search,Tablet,Chrome,Windows
93004,93,36,,Page View,2024-07-24 06:50:17,1855,Organic Search,Tablet,Chrome,Windows
93005,93,36,81.0,Click,2024-07-24 06:56:43,2020,Organic Search,Tablet,Chrome,Windows
93006,93,36,3.0,Inquiry Submission,2024-07-24 06:59:28,2574,Organic Search,Tablet,Chrome,Windows
93007,93,36,25.0,Property View,2024-07-24 07:08:42,3019,Organic Search,Tablet,Chrome,Windows
93008,93,36,44.0,Property View,2024-07-24 07:16:07,3524,Organic Search,Tablet,Chrome,Windows
94000,94,427,20.0,Inquiry Submission,2024-08-17 22:37:33,136,Referral,Mobile,Firefox,iOS
94001,94,427,14.0,Click,2024-08-17 22:39:49,442,Referral,Mobile,Firefox,iOS
94002,94,427,14.0,Inquiry Submission,2024-08-17 22:44:55,554,Referral,Mobile,Firefox,iOS
94003,94,427,26.0,Inquiry Submission,2024-08-17 22:46:47,737,Referral,Mobile,Firefox,iOS
94004,94,427,74.0,Click,2024-08-17 22:49:50,836,Referral,Mobile,Firefox,iOS
94005,94,427,,Page View,2024-08-17 22:51:29,993,Referral,Mobile,Firefox,iOS
94006,94,427,28.0,Inquiry Submission,2024-08-17 22:54:06,1210,Referral,Mobile,Firefox,iOS
95000,95,310,79.0,Click,2024-08-19 05:06:49,132,Referral,Desktop,Safari,macOS
95001,95,310,59.0,Inquiry Submission,2024-08-19 05:09:01,229,Referral,Desktop,Safari,macOS
95002,95,310,81.0,Click,2024-08-19 05:10:38,518,Referral,Desktop,Safari,macOS
95003,95,310,,Page View,2024-08-19 05:15:27,650,Referral,Desktop,Safari,macOS
95004,95,310,84.0,Property View,2024-08-19 05:17:39,836,Referral,Desktop,Safari,macOS
95005,95,310,55.0,Click,2024-08-19 05:20:45,1276,Referral,Desktop,Safari,macOS
95006,95,310,,Page View,2024-08-19 05:28:05,1496,Referral,Desktop,Safari,macOS
95007,95,310,,Page View,2024-08-19 05:31:45,1616,Referral,Desktop,Safari,macOS
96000,96,296,72.0,Property View,2024-07-29 03:19:41,235,Social Media,Mobile,Firefox,Android
96001,96,296,64.0,Inquiry Submission,2024-07-29 03:23:36,787,Social Media,Mobile,Firefox,Android
96002,96,296,80.0,Property View,2024-07-29 03:32:48,958,Social Media,Mobile,Firefox,Android
96003,96,296,,Page View,2024-07-29 03:35:39,1118,Social Media,Mobile,Firefox,Android
96004,96,296,14.0,Click,2024-07-29 03:38:19,1250,Social Media,Mobile,Firefox,Android
96005,96,296,55.0,Click,2024-07-29 03:40:31,1770,Social Media,Mobile,Firefox,Android
96006,96,296,25.0,Property View,2024-07-29 03:49:11,2351,Social Media,Mobile,Firefox,Android
96007,96,296,89.0,Property View,2024-07-29 03:58:52,2801,Social Media,Mobile,Firefox,Android
96008,96,296,24.0,Inquiry Submission,2024-07-29 04:06:22,3383,Social Media,Mobile,Firefox,Android
96009,96,296,19.0,Property View,2024-07-29 04:16:04,3504,Social Media,Mobile,Firefox,Android
97000,97,364,37.0,Property View,2024-08-04 04:02:08,277,Email Campaign,Tablet,Edge,Windows
97001,97,364,38.0,Property View,2024-08-04 04:06:45,587,Email Campaign,Tablet,Edge,Windows
98000,98,331,76.0,Inquiry Submission,2024-08-21 07:50:16,402,Organic Search,Desktop,Safari,macOS
98001,98,331,,Page View,2024-08-21 07:56:58,469,Organic Search,Desktop,Safari,macOS
98002,98,331,11.0,Click,2024-08-21 07:58:05,877,Organic Search,Desktop,Safari,macOS
98003,98,331,,Page View,2024-08-21 08:04:53,1177,Organic Search,Desktop,Safari,macOS
